,model_pred_Di_mode,model_pred_Di,price,reversal_rate,count,mean_pred_reversal_rate,mode_pred_reversal_rate,date_ranges,group_name,log_count
17,0.5884546917561524,,10.49649991989136,,0.0,0,0,Date Range: 2023-04-19 to 2023-04-19<br> Count: 0<br> Loyalty Dist: L0:94 L1:7 <br> Prior Gpi Fills Dist: G0:37 G1:19 G2:11 G3:34 <br> Pharmacy Dist: CVS:11 Rite Aid:1 Walgreens:47 Walmart:27 Kroger:15 <br> Pricing Client Dist: SC:62 LUSC:5 FW:31 CVS-PORTAL:0 HD:0 GAP:3 <br> New Price Dist: N0:101 N1:0 <br> New Price For Pharma Dist: P0:101 P1:0 ,Urr Data,0.0
18,0.6172526300372889,0.404828548452428,11.096299915313725,0.5,4.0,0,0,Date Range: 2023-04-11 to 2023-04-21<br> Count: 4<br> Loyalty Dist: L0:0.93 L1:0.07 <br> Prior Gpi Fills Dist: G0:0.39 G1:0.18 G2:0.1 G3:0.32 <br> Pharmacy Dist: CVS:0.14 Rite Aid:0.01 Walgreens:0.45 Walmart:0.26 Kroger:0.14 <br> Pricing Client Dist: SC:0.59 LUSC:0.05 FW:0.3 GAP:0.07 <br> New Price Dist: N0:1.0 <br> New Price For Pharma Dist: P0:1.0 ,Urr Data,13.266065387038703
19,0.645250255056529,0.3196067906629144,11.696099910736088,1.0,1.0,0,0,Date Range: 2023-04-28 to 2023-04-28<br> Count: 1<br> Loyalty Dist: L0:0.93 L1:0.07 <br> Prior Gpi Fills Dist: G0:0.39 G1:0.19 G2:0.1 G3:0.32 <br> Pharmacy Dist: CVS:0.14 Rite Aid:0.02 Walgreens:0.44 Walmart:0.25 Kroger:0.14 <br> Pricing Client Dist: SC:0.59 LUSC:0.05 FW:0.29 GAP:0.07 <br> New Price Dist: N0:1.0 <br> New Price For Pharma Dist: P0:1.0 ,Urr Data,6.852030263919617
20,0.6722872071599393,0.4653947668059808,12.295899906158454,0.5,2.0,0,0,Date Range: 2023-04-08 to 2023-04-11<br> Count: 2<br> Loyalty Dist: L0:0.94 L1:0.06 <br> Prior Gpi Fills Dist: G0:0.4 G1:0.19 G2:0.1 G3:0.31 <br> Pharmacy Dist: CVS:0.16 Rite Aid:0.02 Walgreens:0.44 Walmart:0.25 Kroger:0.14 <br> Pricing Client Dist: SC:0.58 LUSC:0.05 FW:0.29 GAP:0.08 <br> New Price Dist: N0:1.0 <br> New Price For Pharma Dist: P0:1.0 ,Urr Data,9.69028602067677
21,0.6982272681722415,,12.895699901580816,,0.0,0,0,Date Range: 2023-04-18 to 2023-04-18<br> Count: 0<br> Loyalty Dist: L0:101 L1:7 <br> Prior Gpi Fills Dist: G0:43 G1:20 G2:11 G3:34 <br> Pharmacy Dist: CVS:17 Rite Aid:2 Walgreens:47 Walmart:27 Kroger:15 <br> Pricing Client Dist: SC:63 LUSC:5 FW:31 CVS-PORTAL:0 HD:0 GAP:9 <br> New Price Dist: N0:108 N1:0 <br> New Price For Pharma Dist: P0:108 P1:0 ,Urr Data,0.0
22,0.7229601749942866,0.6676773253539219,13.495499897003182,1.0,1.0,0,0,Date Range: 2023-04-18 to 2023-04-18<br> Count: 1<br> Loyalty Dist: L0:0.94 L1:0.06 <br> Prior Gpi Fills Dist: G0:0.4 G1:0.18 G2:0.1 G3:0.31 <br> Pharmacy Dist: CVS:0.16 Rite Aid:0.02 Walgreens:0.43 Walmart:0.26 Kroger:0.14 <br> Pricing Client Dist: SC:0.59 LUSC:0.05 FW:0.28 GAP:0.08 <br> New Price Dist: N0:1.0 <br> New Price For Pharma Dist: P0:0.99 P1:0.01 ,Urr Data,6.852030263919617
23,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
24,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
25,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
26,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
27,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
28,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
29,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
30,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
31,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
32,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
33,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
34,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
35,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
36,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
37,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
38,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
39,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
40,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
41,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
42,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
43,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
44,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
45,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
46,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
47,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
48,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
49,0.746402243619654,,14.095299892425544,,,0,0,,Urr Data,0.0
50,0.15631656594999674,,0.30989999771118165,0.5,2.0,0,0,Date Range: 2021-05-30 to 2021-10-12<br> Count: 2<br> Loyalty Dist: L1:1.0 <br> Prior Gpi Fills Dist: G0:1.0 <br> Pharmacy Dist: CVS:0.5 Walgreens:0.5 <br> Pricing Client Dist: SC:0.5 FW:0.5 ,Train Urr Data,9.69028602067677
51,0.17342296403667795,,0.929699993133545,,0.0,0,0,Date Range: 2023-02-07 to 2023-02-07<br> Count: 0<br> Loyalty Dist: L0:0 L1:2 <br> Prior Gpi Fills Dist: G0:2 G1:0 G2:0 G3:0 <br> Pharmacy Dist: CVS:1 Rite Aid:0 Walgreens:1 Walmart:0 Kroger:0 <br> Pricing Client Dist: SC:1 LUSC:0 FW:1 CVS-PORTAL:0 HD:0 GAP:0 ,Train Urr Data,0.0
52,0.19197542002503695,,1.5494999885559082,0.0,1.0,0,0,Date Range: 2023-02-07 to 2023-02-07<br> Count: 1<br> Loyalty Dist: L1:1.0 <br> Prior Gpi Fills Dist: G0:1.0 <br> Pharmacy Dist: CVS:0.67 Walgreens:0.33 <br> Pricing Client Dist: SC:0.67 FW:0.33 ,Train Urr Data,6.852030263919617
53,0.21200353738423267,,2.169299983978272,,0.0,0,0,Date Range: 2022-12-09 to 2022-12-09<br> Count: 0<br> Loyalty Dist: L0:0 L1:3 <br> Prior Gpi Fills Dist: G0:3 G1:0 G2:0 G3:0 <br> Pharmacy Dist: CVS:2 Rite Aid:0 Walgreens:1 Walmart:0 Kroger:0 <br> Pricing Client Dist: SC:2 LUSC:0 FW:1 CVS-PORTAL:0 HD:0 GAP:0 ,Train Urr Data,0.0
54,0.23351726749148577,,2.7890999794006346,0.2514124293785311,354.0,0,0,Date Range: 2022-07-13 to 2023-03-16<br> Count: 354<br> Loyalty Dist: L0:0.96 L1:0.04 <br> Prior Gpi Fills Dist: G0:0.45 G1:0.17 G2:0.09 G3:0.3 <br> Pharmacy Dist: CVS:0.01 Walgreens:0.99 <br> Pricing Client Dist: SC:0.21 FW:0.79 ,Train Urr Data,43.10482452632791
55,0.2565035188116613,,3.4088999748229982,0.3165137614678899,218.0,0,0,Date Range: 2021-04-05 to 2023-01-25<br> Count: 218<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.41 G1:0.17 G2:0.09 G3:0.33 <br> Pharmacy Dist: CVS:0.02 Rite Aid:0.01 Walgreens:0.97 <br> Pricing Client Dist: SC:0.5 FW:0.5 ,Train Urr Data,39.72350210871551
56,0.28092313734644875,,4.028699970245361,0.24312714776632302,1164.0,0,0,Date Range: 2021-03-20 to 2023-03-16<br> Count: 1164<br> Loyalty Dist: L0:0.93 L1:0.07 <br> Prior Gpi Fills Dist: G0:0.33 G1:0.15 G2:0.09 G3:0.43 <br> Pharmacy Dist: CVS:0.01 Rite Aid:0.0 Walgreens:0.53 Walmart:0.45 Kroger:0.0 <br> Pricing Client Dist: SC:0.58 LUSC:0.08 FW:0.32 HD:0.01 GAP:0.0 ,Train Urr Data,51.4233345619986
57,0.30670852146440686,,4.648499965667725,0.25339366515837103,221.0,0,0,Date Range: 2021-04-02 to 2022-12-21<br> Count: 221<br> Loyalty Dist: L0:0.94 L1:0.06 <br> Prior Gpi Fills Dist: G0:0.34 G1:0.16 G2:0.08 G3:0.42 <br> Pharmacy Dist: CVS:0.01 Rite Aid:0.0 Walgreens:0.58 Walmart:0.4 Kroger:0.0 <br> Pricing Client Dist: SC:0.52 LUSC:0.07 FW:0.4 HD:0.01 GAP:0.0 ,Train Urr Data,39.818741673105954
58,0.3337621413223325,,5.268299961090088,0.2538860103626943,193.0,0,0,Date Range: 2021-03-21 to 2023-01-13<br> Count: 193<br> Loyalty Dist: L0:0.94 L1:0.06 <br> Prior Gpi Fills Dist: G0:0.35 G1:0.16 G2:0.08 G3:0.41 <br> Pharmacy Dist: CVS:0.02 Rite Aid:0.0 Walgreens:0.61 Walmart:0.37 Kroger:0.0 <br> Pricing Client Dist: SC:0.49 LUSC:0.07 FW:0.43 HD:0.0 GAP:0.0 ,Train Urr Data,38.875007113443296
59,0.36195621242881687,,5.888099956512452,0.39473684210526316,76.0,0,0,Date Range: 2021-03-23 to 2023-02-28<br> Count: 76<br> Loyalty Dist: L0:0.94 L1:0.06 <br> Prior Gpi Fills Dist: G0:0.35 G1:0.16 G2:0.08 G3:0.4 <br> Pharmacy Dist: CVS:0.05 Rite Aid:0.0 Walgreens:0.59 Walmart:0.35 Kroger:0.0 <br> Pricing Client Dist: SC:0.51 LUSC:0.06 FW:0.42 HD:0.0 GAP:0.0 ,Train Urr Data,32.406637952975785
60,0.3911337200390353,,6.5078999519348155,0.4883720930232558,43.0,0,0,Date Range: 2021-05-07 to 2023-03-09<br> Count: 43<br> Loyalty Dist: L0:0.94 L1:0.06 <br> Prior Gpi Fills Dist: G0:0.36 G1:0.16 G2:0.08 G3:0.39 <br> Pharmacy Dist: CVS:0.07 Rite Aid:0.01 Walgreens:0.57 Walmart:0.35 Kroger:0.0 <br> Pricing Client Dist: SC:0.52 LUSC:0.06 FW:0.41 HD:0.0 GAP:0.0 ,Train Urr Data,28.48932743742783
61,0.42111090583288774,,7.127699947357179,0.22321428571428573,112.0,0,0,Date Range: 2022-03-12 to 2023-03-14<br> Count: 112<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.36 G1:0.16 G2:0.09 G3:0.39 <br> Pharmacy Dist: CVS:0.07 Rite Aid:0.01 Walgreens:0.55 Walmart:0.33 Kroger:0.05 <br> Pricing Client Dist: SC:0.54 LUSC:0.06 FW:0.39 HD:0.0 GAP:0.0 ,Train Urr Data,35.09171473098638
62,0.4516812160587758,,7.747499942779543,0.34210526315789475,38.0,0,0,Date Range: 2021-11-29 to 2023-03-17<br> Count: 38<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.37 G1:0.16 G2:0.09 G3:0.38 <br> Pharmacy Dist: CVS:0.07 Rite Aid:0.01 Walgreens:0.54 Walmart:0.33 Kroger:0.05 <br> Pricing Client Dist: SC:0.54 LUSC:0.06 FW:0.39 HD:0.0 GAP:0.0 ,Train Urr Data,27.644931522907523
63,0.4826205821351684,,8.367299938201906,0.38235294117647056,68.0,0,0,Date Range: 2021-03-22 to 2023-03-09<br> Count: 68<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.37 G1:0.16 G2:0.09 G3:0.38 <br> Pharmacy Dist: CVS:0.09 Rite Aid:0.01 Walgreens:0.53 Walmart:0.32 Kroger:0.05 <br> Pricing Client Dist: SC:0.54 LUSC:0.06 FW:0.38 CVS-PORTAL:0.0 HD:0.0 GAP:0.02 ,Train Urr Data,31.638745532180817
64,0.5136937763833329,,8.987099933624268,0.24,25.0,0,0,Date Range: 2021-03-20 to 2023-01-23<br> Count: 25<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.37 G1:0.16 G2:0.09 G3:0.38 <br> Pharmacy Dist: CVS:0.1 Rite Aid:0.01 Walgreens:0.52 Walmart:0.32 Kroger:0.05 <br> Pricing Client Dist: SC:0.54 LUSC:0.06 FW:0.38 CVS-PORTAL:0.01 HD:0.0 GAP:0.02 ,Train Urr Data,24.806675766150374
65,0.5446614751328785,,9.606899929046634,0.3355263157894737,152.0,0,0,Date Range: 2021-03-22 to 2022-12-12<br> Count: 152<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.38 G1:0.16 G2:0.09 G3:0.37 <br> Pharmacy Dist: CVS:0.13 Rite Aid:0.01 Walgreens:0.51 Walmart:0.3 Kroger:0.05 <br> Pricing Client Dist: SC:0.52 LUSC:0.06 FW:0.36 CVS-PORTAL:0.0 HD:0.0 GAP:0.04 ,Train Urr Data,37.21306544974705
66,0.5752875857411869,,10.226699924468996,0.23529411764705882,17.0,0,0,Date Range: 2021-08-15 to 2022-08-29<br> Count: 17<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.38 G1:0.16 G2:0.09 G3:0.37 <br> Pharmacy Dist: CVS:0.14 Rite Aid:0.01 Walgreens:0.5 Walmart:0.3 Kroger:0.05 <br> Pricing Client Dist: SC:0.53 LUSC:0.06 FW:0.36 CVS-PORTAL:0.0 HD:0.0 GAP:0.04 ,Train Urr Data,22.23260230527315
67,0.6053463652411206,,10.846499919891361,0.4,5.0,0,0,Date Range: 2021-11-11 to 2022-11-17<br> Count: 5<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.38 G1:0.16 G2:0.09 G3:0.36 <br> Pharmacy Dist: CVS:0.14 Rite Aid:0.01 Walgreens:0.5 Walmart:0.3 Kroger:0.05 <br> Pricing Client Dist: SC:0.53 LUSC:0.06 FW:0.36 CVS-PORTAL:0.0 HD:0.0 GAP:0.05 ,Train Urr Data,14.542316284596385
68,0.6346288811171531,,11.466299915313723,0.4722222222222222,72.0,0,0,Date Range: 2021-03-24 to 2023-03-04<br> Count: 72<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.39 G1:0.16 G2:0.09 G3:0.36 <br> Pharmacy Dist: CVS:0.14 Rite Aid:0.02 Walgreens:0.49 Walmart:0.29 Kroger:0.06 <br> Pricing Client Dist: SC:0.53 LUSC:0.06 FW:0.36 CVS-PORTAL:0.0 HD:0.0 GAP:0.05 ,Train Urr Data,32.033216088038735
69,0.6629484353576752,,12.086099910736088,0.32978723404255317,94.0,0,0,Date Range: 2021-03-25 to 2023-01-11<br> Count: 94<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.39 G1:0.16 G2:0.09 G3:0.36 <br> Pharmacy Dist: CVS:0.14 Rite Aid:0.02 Walgreens:0.5 Walmart:0.28 Kroger:0.06 <br> Pricing Client Dist: SC:0.51 LUSC:0.06 FW:0.34 CVS-PORTAL:0.01 HD:0.03 GAP:0.05 ,Train Urr Data,33.87713824120378
70,0.690144680061044,,12.70589990615845,0.4583333333333333,24.0,0,0,Date Range: 2021-12-21 to 2023-02-28<br> Count: 24<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.39 G1:0.16 G2:0.09 G3:0.36 <br> Pharmacy Dist: CVS:0.15 Rite Aid:0.02 Walgreens:0.5 Walmart:0.28 Kroger:0.06 <br> Pricing Client Dist: SC:0.5 LUSC:0.06 FW:0.34 CVS-PORTAL:0.01 HD:0.03 GAP:0.06 ,Train Urr Data,24.532130774077405
71,0.7160862800215555,,13.325699901580816,0.4166666666666667,12.0,0,0,Date Range: 2021-04-13 to 2022-06-09<br> Count: 12<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.39 G1:0.16 G2:0.09 G3:0.36 <br> Pharmacy Dist: CVS:0.15 Rite Aid:0.02 Walgreens:0.5 Walmart:0.28 Kroger:0.06 <br> Pricing Client Dist: SC:0.5 LUSC:0.06 FW:0.34 CVS-PORTAL:0.01 HD:0.03 GAP:0.06 ,Train Urr Data,19.954645502230758
72,0.7406721068235377,,13.945499897003177,0.2608695652173913,23.0,0,0,Date Range: 2021-11-19 to 2023-03-17<br> Count: 23<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.39 G1:0.16 G2:0.09 G3:0.36 <br> Pharmacy Dist: CVS:0.15 Rite Aid:0.02 Walgreens:0.49 Walmart:0.28 Kroger:0.06 <br> Pricing Client Dist: SC:0.51 LUSC:0.06 FW:0.34 CVS-PORTAL:0.01 HD:0.03 GAP:0.06 ,Train Urr Data,24.24637681243562
73,0.7638310638192104,,14.565299892425543,0.6666666666666666,18.0,0,0,Date Range: 2021-07-28 to 2023-03-02<br> Count: 18<br> Loyalty Dist: L0:0.95 L1:0.05 <br> Prior Gpi Fills Dist: G0:0.39 G1:0.16 G2:0.09 G3:0.36 <br> Pharmacy Dist: CVS:0.15 Rite Aid:0.02 Walgreens:0.49 Walmart:0.28 Kroger:0.06 <br> Pricing Client Dist: SC:0.51 LUSC:0.06 FW:0.34 CVS-PORTAL:0.01 HD:0.04 GAP:0.06 ,Train Urr Data,22.61107285416508
